"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"20","0.6611328125","0.6611328125","0.6611328125","0.6689453125","0.6689453125","0.6689453125","0.3359375","0.3359375","0.3359375","0.0029296875","0.0029296875","0.0029296875","0.330078125","0.330078125","0.330078125","0.0009765625","0.0009765625","0.0009765625","0.14606261232984252","0.14606261232984252","0.14606261232984252","0.6650390625","0.6650390625","0.6650390625","0.73828125","0.73828125","0.73828125","0.33203125","0.33203125","0.33203125","0.0029296875","0.0029296875","0.0029296875","0.2568359375","0.2568359375","0.2568359375","0.0048828125","0.0048828125","0.0048828125","0.14612901827786118","0.14612901827786118","0.14612901827786118","0.658203125","0.658203125","0.658203125","0.7529296875","0.7529296875","0.7529296875","0.337890625","0.337890625","0.337890625","0.00390625","0.00390625","0.00390625","0.2392578125","0.2392578125","0.2392578125","0.0078125","0.0078125","0.0078125","0.13103612937266007","0.13103612937266007","0.13103612937266007"
"21","0.6484375","0.6484375","0.6484375","0.654296875","0.654296875","0.654296875","0.349609375","0.349609375","0.349609375","0.001953125","0.001953125","0.001953125","0.3447265625","0.3447265625","0.3447265625","0.0009765625","0.0009765625","0.0009765625","0.15380822312727105","0.15380822312727105","0.15380822312727105","0.666015625","0.666015625","0.666015625","0.6142578125","0.6142578125","0.6142578125","0.3310546875","0.3310546875","0.3310546875","0.0029296875","0.0029296875","0.0029296875","0.384765625","0.384765625","0.384765625","0.0009765625","0.0009765625","0.0009765625","0.13242144339892548","0.13242144339892548","0.13242144339892548","0.650390625","0.650390625","0.650390625","0.666015625","0.666015625","0.666015625","0.3447265625","0.3447265625","0.3447265625","0.0048828125","0.0048828125","0.0048828125","0.33203125","0.33203125","0.33203125","0.001953125","0.001953125","0.001953125","0.14443644383572973","0.14443644383572973","0.14443644383572973"
"22","0.6689453125","0.6689453125","0.6689453125","0.658203125","0.658203125","0.658203125","0.326171875","0.326171875","0.326171875","0.0048828125","0.0048828125","0.0048828125","0.3388671875","0.3388671875","0.3388671875","0.0029296875","0.0029296875","0.0029296875","0.1474702433042694","0.1474702433042694","0.1474702433042694","0.673828125","0.673828125","0.673828125","0.6630859375","0.6630859375","0.6630859375","0.3232421875","0.3232421875","0.3232421875","0.0029296875","0.0029296875","0.0029296875","0.3359375","0.3359375","0.3359375","0.0009765625","0.0009765625","0.0009765625","0.14021592703647912","0.14021592703647912","0.14021592703647912","0.6728515625","0.6728515625","0.6728515625","0.634765625","0.634765625","0.634765625","0.326171875","0.326171875","0.326171875","0.0009765625","0.0009765625","0.0009765625","0.365234375","0.365234375","0.365234375","0","0","0","0.14320078439777717","0.14320078439777717","0.14320078439777717"
"23","0.689453125","0.689453125","0.689453125","0.6689453125","0.6689453125","0.6689453125","0.3076171875","0.3076171875","0.3076171875","0.0029296875","0.0029296875","0.0029296875","0.326171875","0.326171875","0.326171875","0.0048828125","0.0048828125","0.0048828125","0.1263392804248724","0.1263392804248724","0.1263392804248724","0.6806640625","0.6806640625","0.6806640625","0.685546875","0.685546875","0.685546875","0.3193359375","0.3193359375","0.3193359375","0","0","0","0.3125","0.3125","0.3125","0.001953125","0.001953125","0.001953125","0.13160752080148086","0.13160752080148086","0.13160752080148086","0.6767578125","0.6767578125","0.6767578125","0.677734375","0.677734375","0.677734375","0.322265625","0.322265625","0.322265625","0.0009765625","0.0009765625","0.0009765625","0.3203125","0.3203125","0.3203125","0.001953125","0.001953125","0.001953125","0.13056520246027503","0.13056520246027503","0.13056520246027503"
"24","0.6923828125","0.6923828125","0.6923828125","0.7548828125","0.7548828125","0.7548828125","0.3056640625","0.3056640625","0.3056640625","0.001953125","0.001953125","0.001953125","0.236328125","0.236328125","0.236328125","0.0087890625","0.0087890625","0.0087890625","0.13676015099918004","0.13676015099918004","0.13676015099918004","0.677734375","0.677734375","0.677734375","0.7509765625","0.7509765625","0.7509765625","0.3203125","0.3203125","0.3203125","0.001953125","0.001953125","0.001953125","0.24609375","0.24609375","0.24609375","0.0029296875","0.0029296875","0.0029296875","0.1415897762926761","0.1415897762926761","0.1415897762926761","0.68359375","0.68359375","0.68359375","0.7080078125","0.7080078125","0.7080078125","0.314453125","0.314453125","0.314453125","0.001953125","0.001953125","0.001953125","0.287109375","0.287109375","0.287109375","0.0048828125","0.0048828125","0.0048828125","0.12806814364739694","0.12806814364739694","0.12806814364739694"
"25","0.6865234375","0.6865234375","0.6865234375","0.630859375","0.630859375","0.630859375","0.3125","0.3125","0.3125","0.0009765625","0.0009765625","0.0009765625","0.3671875","0.3671875","0.3671875","0.001953125","0.001953125","0.001953125","0.1374718428705819","0.1374718428705819","0.1374718428705819","0.6767578125","0.6767578125","0.6767578125","0.5986328125","0.5986328125","0.5986328125","0.3173828125","0.3173828125","0.3173828125","0.005859375","0.005859375","0.005859375","0.4013671875","0.4013671875","0.4013671875","0","0","0","0.13313450408168137","0.13313450408168137","0.13313450408168137","0.6787109375","0.6787109375","0.6787109375","0.70703125","0.70703125","0.70703125","0.3193359375","0.3193359375","0.3193359375","0.001953125","0.001953125","0.001953125","0.29296875","0.29296875","0.29296875","0","0","0","0.12928397419454996","0.12928397419454996","0.12928397419454996"
"26","0.67578125","0.67578125","0.67578125","0.6982421875","0.6982421875","0.6982421875","0.322265625","0.322265625","0.322265625","0.001953125","0.001953125","0.001953125","0.298828125","0.298828125","0.298828125","0.0029296875","0.0029296875","0.0029296875","0.13152537334826775","0.13152537334826775","0.13152537334826775","0.66796875","0.66796875","0.66796875","0.6357421875","0.6357421875","0.6357421875","0.328125","0.328125","0.328125","0.00390625","0.00390625","0.00390625","0.3642578125","0.3642578125","0.3642578125","0","0","0","0.13401879912998993","0.13401879912998993","0.13401879912998993","0.6865234375","0.6865234375","0.6865234375","0.69921875","0.69921875","0.69921875","0.3125","0.3125","0.3125","0.0009765625","0.0009765625","0.0009765625","0.2998046875","0.2998046875","0.2998046875","0.0009765625","0.0009765625","0.0009765625","0.14170595453470014","0.14170595453470014","0.14170595453470014"
"27","0.7119140625","0.7119140625","0.7119140625","0.7021484375","0.7021484375","0.7021484375","0.287109375","0.287109375","0.287109375","0.0009765625","0.0009765625","0.0009765625","0.294921875","0.294921875","0.294921875","0.0029296875","0.0029296875","0.0029296875","0.11561369316768833","0.11561369316768833","0.11561369316768833","0.693359375","0.693359375","0.693359375","0.662109375","0.662109375","0.662109375","0.3037109375","0.3037109375","0.3037109375","0.0029296875","0.0029296875","0.0029296875","0.3349609375","0.3349609375","0.3349609375","0.0029296875","0.0029296875","0.0029296875","0.12799478162196465","0.12799478162196465","0.12799478162196465","0.689453125","0.689453125","0.689453125","0.7060546875","0.7060546875","0.7060546875","0.30859375","0.30859375","0.30859375","0.001953125","0.001953125","0.001953125","0.2880859375","0.2880859375","0.2880859375","0.005859375","0.005859375","0.005859375","0.12229599535930902","0.12229599535930902","0.12229599535930902"
"28","0.6962890625","0.6962890625","0.6962890625","0.7666015625","0.7666015625","0.7666015625","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.2294921875","0.2294921875","0.2294921875","0.00390625","0.00390625","0.00390625","0.12450362666277215","0.12450362666277215","0.12450362666277215","0.6953125","0.6953125","0.6953125","0.69921875","0.69921875","0.69921875","0.302734375","0.302734375","0.302734375","0.001953125","0.001953125","0.001953125","0.296875","0.296875","0.296875","0.00390625","0.00390625","0.00390625","0.13524691291968338","0.13524691291968338","0.13524691291968338","0.693359375","0.693359375","0.693359375","0.6767578125","0.6767578125","0.6767578125","0.3046875","0.3046875","0.3046875","0.001953125","0.001953125","0.001953125","0.3232421875","0.3232421875","0.3232421875","0","0","0","0.12522545692627318","0.12522545692627318","0.12522545692627318"
"29","0.703125","0.703125","0.703125","0.6611328125","0.6611328125","0.6611328125","0.294921875","0.294921875","0.294921875","0.001953125","0.001953125","0.001953125","0.3349609375","0.3349609375","0.3349609375","0.00390625","0.00390625","0.00390625","0.12079123489093035","0.12079123489093035","0.12079123489093035","0.677734375","0.677734375","0.677734375","0.6552734375","0.6552734375","0.6552734375","0.3212890625","0.3212890625","0.3212890625","0.0009765625","0.0009765625","0.0009765625","0.341796875","0.341796875","0.341796875","0.0029296875","0.0029296875","0.0029296875","0.13281058965367265","0.13281058965367265","0.13281058965367265","0.6806640625","0.6806640625","0.6806640625","0.69921875","0.69921875","0.69921875","0.318359375","0.318359375","0.318359375","0.0009765625","0.0009765625","0.0009765625","0.296875","0.296875","0.296875","0.00390625","0.00390625","0.00390625","0.13170722775976174","0.13170722775976174","0.13170722775976174"
"30","0.6845703125","0.6845703125","0.6845703125","0.65234375","0.65234375","0.65234375","0.314453125","0.314453125","0.314453125","0.0009765625","0.0009765625","0.0009765625","0.34765625","0.34765625","0.34765625","0","0","0","0.13269878675055224","0.13269878675055224","0.13269878675055224","0.7001953125","0.7001953125","0.7001953125","0.640625","0.640625","0.640625","0.2978515625","0.2978515625","0.2978515625","0.001953125","0.001953125","0.001953125","0.35546875","0.35546875","0.35546875","0.00390625","0.00390625","0.00390625","0.11579716148844454","0.11579716148844454","0.11579716148844454","0.6923828125","0.6923828125","0.6923828125","0.5927734375","0.5927734375","0.5927734375","0.3046875","0.3046875","0.3046875","0.0029296875","0.0029296875","0.0029296875","0.40625","0.40625","0.40625","0.0009765625","0.0009765625","0.0009765625","0.12970715995470528","0.12970715995470528","0.12970715995470528"
"31","0.6767578125","0.6767578125","0.6767578125","0.576171875","0.576171875","0.576171875","0.318359375","0.318359375","0.318359375","0.0048828125","0.0048828125","0.0048828125","0.423828125","0.423828125","0.423828125","0","0","0","0.14469503110740334","0.14469503110740334","0.14469503110740334","0.671875","0.671875","0.671875","0.6357421875","0.6357421875","0.6357421875","0.3232421875","0.3232421875","0.3232421875","0.0048828125","0.0048828125","0.0048828125","0.36328125","0.36328125","0.36328125","0.0009765625","0.0009765625","0.0009765625","0.13679980183951557","0.13679980183951557","0.13679980183951557","0.6767578125","0.6767578125","0.6767578125","0.6708984375","0.6708984375","0.6708984375","0.3193359375","0.3193359375","0.3193359375","0.00390625","0.00390625","0.00390625","0.3291015625","0.3291015625","0.3291015625","0","0","0","0.14293383117183112","0.14293383117183112","0.14293383117183112"
"32","0.6982421875","0.6982421875","0.6982421875","0.7529296875","0.7529296875","0.7529296875","0.30078125","0.30078125","0.30078125","0.0009765625","0.0009765625","0.0009765625","0.2412109375","0.2412109375","0.2412109375","0.005859375","0.005859375","0.005859375","0.1155222781089833","0.1155222781089833","0.1155222781089833","0.7080078125","0.7080078125","0.7080078125","0.6259765625","0.6259765625","0.6259765625","0.2900390625","0.2900390625","0.2900390625","0.001953125","0.001953125","0.001953125","0.3740234375","0.3740234375","0.3740234375","0","0","0","0.12812589320674306","0.12812589320674306","0.12812589320674306","0.7119140625","0.7119140625","0.7119140625","0.7001953125","0.7001953125","0.7001953125","0.28515625","0.28515625","0.28515625","0.0029296875","0.0029296875","0.0029296875","0.29296875","0.29296875","0.29296875","0.0068359375","0.0068359375","0.0068359375","0.12098182797490153","0.12098182797490153","0.12098182797490153"
"33","0.6884765625","0.6884765625","0.6884765625","0.6650390625","0.6650390625","0.6650390625","0.3076171875","0.3076171875","0.3076171875","0.00390625","0.00390625","0.00390625","0.3349609375","0.3349609375","0.3349609375","0","0","0","0.13020131003577262","0.13020131003577262","0.13020131003577262","0.703125","0.703125","0.703125","0.650390625","0.650390625","0.650390625","0.2958984375","0.2958984375","0.2958984375","0.0009765625","0.0009765625","0.0009765625","0.3466796875","0.3466796875","0.3466796875","0.0029296875","0.0029296875","0.0029296875","0.12800074116967153","0.12800074116967153","0.12800074116967153","0.6904296875","0.6904296875","0.6904296875","0.75","0.75","0.75","0.30859375","0.30859375","0.30859375","0.0009765625","0.0009765625","0.0009765625","0.244140625","0.244140625","0.244140625","0.005859375","0.005859375","0.005859375","0.1284591460134834","0.1284591460134834","0.1284591460134834"
"34","0.6865234375","0.6865234375","0.6865234375","0.6611328125","0.6611328125","0.6611328125","0.310546875","0.310546875","0.310546875","0.0029296875","0.0029296875","0.0029296875","0.337890625","0.337890625","0.337890625","0.0009765625","0.0009765625","0.0009765625","0.12643048079917207","0.12643048079917207","0.12643048079917207","0.6962890625","0.6962890625","0.6962890625","0.748046875","0.748046875","0.748046875","0.3017578125","0.3017578125","0.3017578125","0.001953125","0.001953125","0.001953125","0.24609375","0.24609375","0.24609375","0.005859375","0.005859375","0.005859375","0.12352476968408155","0.12352476968408155","0.12352476968408155","0.712890625","0.712890625","0.712890625","0.736328125","0.736328125","0.736328125","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.2587890625","0.2587890625","0.2587890625","0.0048828125","0.0048828125","0.0048828125","0.12181248341221362","0.12181248341221362","0.12181248341221362"
"35","0.7158203125","0.7158203125","0.7158203125","0.6669921875","0.6669921875","0.6669921875","0.2822265625","0.2822265625","0.2822265625","0.001953125","0.001953125","0.001953125","0.3310546875","0.3310546875","0.3310546875","0.001953125","0.001953125","0.001953125","0.11783296507201158","0.11783296507201158","0.11783296507201158","0.70703125","0.70703125","0.70703125","0.708984375","0.708984375","0.708984375","0.291015625","0.291015625","0.291015625","0.001953125","0.001953125","0.001953125","0.2861328125","0.2861328125","0.2861328125","0.0048828125","0.0048828125","0.0048828125","0.11473588619264774","0.11473588619264774","0.11473588619264774","0.720703125","0.720703125","0.720703125","0.7431640625","0.7431640625","0.7431640625","0.275390625","0.275390625","0.275390625","0.00390625","0.00390625","0.00390625","0.2548828125","0.2548828125","0.2548828125","0.001953125","0.001953125","0.001953125","0.12025606457609683","0.12025606457609683","0.12025606457609683"
"36","0.7216796875","0.7216796875","0.7216796875","0.7421875","0.7421875","0.7421875","0.27734375","0.27734375","0.27734375","0.0009765625","0.0009765625","0.0009765625","0.2548828125","0.2548828125","0.2548828125","0.0029296875","0.0029296875","0.0029296875","0.10541070120234508","0.10541070120234508","0.10541070120234508","0.68359375","0.68359375","0.68359375","0.7119140625","0.7119140625","0.7119140625","0.3154296875","0.3154296875","0.3154296875","0.0009765625","0.0009765625","0.0009765625","0.2861328125","0.2861328125","0.2861328125","0.001953125","0.001953125","0.001953125","0.12195593833894236","0.12195593833894236","0.12195593833894236","0.6884765625","0.6884765625","0.6884765625","0.6962890625","0.6962890625","0.6962890625","0.30859375","0.30859375","0.30859375","0.0029296875","0.0029296875","0.0029296875","0.30078125","0.30078125","0.30078125","0.0029296875","0.0029296875","0.0029296875","0.12069276986039768","0.12069276986039768","0.12069276986039768"
"37","0.6865234375","0.6865234375","0.6865234375","0.765625","0.765625","0.765625","0.3115234375","0.3115234375","0.3115234375","0.001953125","0.001953125","0.001953125","0.2333984375","0.2333984375","0.2333984375","0.0009765625","0.0009765625","0.0009765625","0.12340735366160516","0.12340735366160516","0.12340735366160516","0.685546875","0.685546875","0.685546875","0.640625","0.640625","0.640625","0.3115234375","0.3115234375","0.3115234375","0.0029296875","0.0029296875","0.0029296875","0.359375","0.359375","0.359375","0","0","0","0.13418842703686096","0.13418842703686096","0.13418842703686096","0.7021484375","0.7021484375","0.7021484375","0.732421875","0.732421875","0.732421875","0.2958984375","0.2958984375","0.2958984375","0.001953125","0.001953125","0.001953125","0.265625","0.265625","0.265625","0.001953125","0.001953125","0.001953125","0.1264019963418832","0.1264019963418832","0.1264019963418832"
"38","0.7060546875","0.7060546875","0.7060546875","0.763671875","0.763671875","0.763671875","0.29296875","0.29296875","0.29296875","0.0009765625","0.0009765625","0.0009765625","0.232421875","0.232421875","0.232421875","0.00390625","0.00390625","0.00390625","0.11585087214189116","0.11585087214189116","0.11585087214189116","0.7060546875","0.7060546875","0.7060546875","0.708984375","0.708984375","0.708984375","0.2939453125","0.2939453125","0.2939453125","0","0","0","0.2890625","0.2890625","0.2890625","0.001953125","0.001953125","0.001953125","0.12152165780571522","0.12152165780571522","0.12152165780571522","0.716796875","0.716796875","0.716796875","0.6611328125","0.6611328125","0.6611328125","0.2802734375","0.2802734375","0.2802734375","0.0029296875","0.0029296875","0.0029296875","0.3369140625","0.3369140625","0.3369140625","0.001953125","0.001953125","0.001953125","0.12006398988887668","0.12006398988887668","0.12006398988887668"
"39","0.7099609375","0.7099609375","0.7099609375","0.70703125","0.70703125","0.70703125","0.2900390625","0.2900390625","0.2900390625","0","0","0","0.29296875","0.29296875","0.29296875","0","0","0","0.11612400124431588","0.11612400124431588","0.11612400124431588","0.6865234375","0.6865234375","0.6865234375","0.671875","0.671875","0.671875","0.3125","0.3125","0.3125","0.0009765625","0.0009765625","0.0009765625","0.326171875","0.326171875","0.326171875","0.001953125","0.001953125","0.001953125","0.12943667490617372","0.12943667490617372","0.12943667490617372","0.6767578125","0.6767578125","0.6767578125","0.7119140625","0.7119140625","0.7119140625","0.3203125","0.3203125","0.3203125","0.0029296875","0.0029296875","0.0029296875","0.283203125","0.283203125","0.283203125","0.0048828125","0.0048828125","0.0048828125","0.1257184976420831","0.1257184976420831","0.1257184976420831"
"40","0.712890625","0.712890625","0.712890625","0.755859375","0.755859375","0.755859375","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.240234375","0.240234375","0.240234375","0.00390625","0.00390625","0.00390625","0.11451343962107785","0.11451343962107785","0.11451343962107785","0.6943359375","0.6943359375","0.6943359375","0.697265625","0.697265625","0.697265625","0.30078125","0.30078125","0.30078125","0.0048828125","0.0048828125","0.0048828125","0.302734375","0.302734375","0.302734375","0","0","0","0.12274514388263924","0.12274514388263924","0.12274514388263924","0.716796875","0.716796875","0.716796875","0.775390625","0.775390625","0.775390625","0.2822265625","0.2822265625","0.2822265625","0.0009765625","0.0009765625","0.0009765625","0.22265625","0.22265625","0.22265625","0.001953125","0.001953125","0.001953125","0.11101040708672372","0.11101040708672372","0.11101040708672372"
"41","0.7216796875","0.7216796875","0.7216796875","0.712890625","0.712890625","0.712890625","0.2783203125","0.2783203125","0.2783203125","0","0","0","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.10957003094517859","0.10957003094517859","0.10957003094517859","0.7109375","0.7109375","0.7109375","0.669921875","0.669921875","0.669921875","0.2880859375","0.2880859375","0.2880859375","0.0009765625","0.0009765625","0.0009765625","0.3291015625","0.3291015625","0.3291015625","0.0009765625","0.0009765625","0.0009765625","0.1187344592763111","0.1187344592763111","0.1187344592763111","0.7099609375","0.7099609375","0.7099609375","0.6103515625","0.6103515625","0.6103515625","0.287109375","0.287109375","0.287109375","0.0029296875","0.0029296875","0.0029296875","0.388671875","0.388671875","0.388671875","0.0009765625","0.0009765625","0.0009765625","0.11717133547062986","0.11717133547062986","0.11717133547062986"
"42","0.7177734375","0.7177734375","0.7177734375","0.7138671875","0.7138671875","0.7138671875","0.28125","0.28125","0.28125","0.0009765625","0.0009765625","0.0009765625","0.2841796875","0.2841796875","0.2841796875","0.001953125","0.001953125","0.001953125","0.10894298825587612","0.10894298825587612","0.10894298825587612","0.708984375","0.708984375","0.708984375","0.759765625","0.759765625","0.759765625","0.291015625","0.291015625","0.291015625","0","0","0","0.23828125","0.23828125","0.23828125","0.001953125","0.001953125","0.001953125","0.11852018899662653","0.11852018899662653","0.11852018899662653","0.7275390625","0.7275390625","0.7275390625","0.7333984375","0.7333984375","0.7333984375","0.2724609375","0.2724609375","0.2724609375","0","0","0","0.2626953125","0.2626953125","0.2626953125","0.00390625","0.00390625","0.00390625","0.11195742712880019","0.11195742712880019","0.11195742712880019"
"43","0.7001953125","0.7001953125","0.7001953125","0.724609375","0.724609375","0.724609375","0.296875","0.296875","0.296875","0.0029296875","0.0029296875","0.0029296875","0.2734375","0.2734375","0.2734375","0.001953125","0.001953125","0.001953125","0.12096023467893247","0.12096023467893247","0.12096023467893247","0.685546875","0.685546875","0.685546875","0.662109375","0.662109375","0.662109375","0.3115234375","0.3115234375","0.3115234375","0.0029296875","0.0029296875","0.0029296875","0.3369140625","0.3369140625","0.3369140625","0.0009765625","0.0009765625","0.0009765625","0.13107542776560877","0.13107542776560877","0.13107542776560877","0.7236328125","0.7236328125","0.7236328125","0.7607421875","0.7607421875","0.7607421875","0.2744140625","0.2744140625","0.2744140625","0.001953125","0.001953125","0.001953125","0.232421875","0.232421875","0.232421875","0.0068359375","0.0068359375","0.0068359375","0.10864097568264697","0.10864097568264697","0.10864097568264697"
"44","0.7275390625","0.7275390625","0.7275390625","0.73046875","0.73046875","0.73046875","0.26953125","0.26953125","0.26953125","0.0029296875","0.0029296875","0.0029296875","0.265625","0.265625","0.265625","0.00390625","0.00390625","0.00390625","0.11658280582923908","0.11658280582923908","0.11658280582923908","0.701171875","0.701171875","0.701171875","0.669921875","0.669921875","0.669921875","0.296875","0.296875","0.296875","0.001953125","0.001953125","0.001953125","0.3251953125","0.3251953125","0.3251953125","0.0048828125","0.0048828125","0.0048828125","0.11862688875407912","0.11862688875407912","0.11862688875407912","0.734375","0.734375","0.734375","0.7578125","0.7578125","0.7578125","0.263671875","0.263671875","0.263671875","0.001953125","0.001953125","0.001953125","0.23828125","0.23828125","0.23828125","0.00390625","0.00390625","0.00390625","0.1169199645955814","0.1169199645955814","0.1169199645955814"
"45","0.6962890625","0.6962890625","0.6962890625","0.693359375","0.693359375","0.693359375","0.30078125","0.30078125","0.30078125","0.0029296875","0.0029296875","0.0029296875","0.3037109375","0.3037109375","0.3037109375","0.0029296875","0.0029296875","0.0029296875","0.1264610491853091","0.1264610491853091","0.1264610491853091","0.6884765625","0.6884765625","0.6884765625","0.6708984375","0.6708984375","0.6708984375","0.30859375","0.30859375","0.30859375","0.0029296875","0.0029296875","0.0029296875","0.3271484375","0.3271484375","0.3271484375","0.001953125","0.001953125","0.001953125","0.13430122955469415","0.13430122955469415","0.13430122955469415","0.70703125","0.70703125","0.70703125","0.67578125","0.67578125","0.67578125","0.291015625","0.291015625","0.291015625","0.001953125","0.001953125","0.001953125","0.32421875","0.32421875","0.32421875","0","0","0","0.12075072509469464","0.12075072509469464","0.12075072509469464"
"46","0.703125","0.703125","0.703125","0.6376953125","0.6376953125","0.6376953125","0.296875","0.296875","0.296875","0","0","0","0.3603515625","0.3603515625","0.3603515625","0.001953125","0.001953125","0.001953125","0.11755934757820796","0.11755934757820796","0.11755934757820796","0.705078125","0.705078125","0.705078125","0.7509765625","0.7509765625","0.7509765625","0.29296875","0.29296875","0.29296875","0.001953125","0.001953125","0.001953125","0.2451171875","0.2451171875","0.2451171875","0.00390625","0.00390625","0.00390625","0.11753665984724648","0.11753665984724648","0.11753665984724648","0.7236328125","0.7236328125","0.7236328125","0.7216796875","0.7216796875","0.7216796875","0.2724609375","0.2724609375","0.2724609375","0.00390625","0.00390625","0.00390625","0.27734375","0.27734375","0.27734375","0.0009765625","0.0009765625","0.0009765625","0.11588555271009682","0.11588555271009682","0.11588555271009682"
