"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"182","0.8486328125","0.8486328125","0.8486328125","0.84375","0.84375","0.84375","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.05366443589446135","0.05366443589446135","0.05366443589446135","0.8388671875","0.8388671875","0.8388671875","0.849609375","0.849609375","0.849609375","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.1494140625","0.1494140625","0.1494140625","0.0009765625","0.0009765625","0.0009765625","0.05988549136054644","0.05988549136054644","0.05988549136054644","0.8388671875","0.8388671875","0.8388671875","0.83203125","0.83203125","0.83203125","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.1669921875","0.1669921875","0.1669921875","0.0009765625","0.0009765625","0.0009765625","0.060213140675841714","0.060213140675841714","0.060213140675841714"
"183","0.841796875","0.841796875","0.841796875","0.853515625","0.853515625","0.853515625","0.158203125","0.158203125","0.158203125","0","0","0","0.146484375","0.146484375","0.146484375","0","0","0","0.05553056440476212","0.05553056440476212","0.05553056440476212","0.8232421875","0.8232421875","0.8232421875","0.8291015625","0.8291015625","0.8291015625","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.1689453125","0.1689453125","0.1689453125","0.001953125","0.001953125","0.001953125","0.06168416542459454","0.06168416542459454","0.06168416542459454","0.8388671875","0.8388671875","0.8388671875","0.8310546875","0.8310546875","0.8310546875","0.16015625","0.16015625","0.16015625","0.0009765625","0.0009765625","0.0009765625","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.060031156903278315","0.060031156903278315","0.060031156903278315"
"184","0.826171875","0.826171875","0.826171875","0.86328125","0.86328125","0.86328125","0.1728515625","0.1728515625","0.1728515625","0.0009765625","0.0009765625","0.0009765625","0.13671875","0.13671875","0.13671875","0","0","0","0.06170780625689076","0.06170780625689076","0.06170780625689076","0.8232421875","0.8232421875","0.8232421875","0.8095703125","0.8095703125","0.8095703125","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.1904296875","0.1904296875","0.1904296875","0","0","0","0.06412606150843203","0.06412606150843203","0.06412606150843203","0.837890625","0.837890625","0.837890625","0.8203125","0.8203125","0.8203125","0.162109375","0.162109375","0.162109375","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.05776063792654895","0.05776063792654895","0.05776063792654895"
"185","0.8349609375","0.8349609375","0.8349609375","0.8310546875","0.8310546875","0.8310546875","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.05781009241218271","0.05781009241218271","0.05781009241218271","0.8359375","0.8359375","0.8359375","0.8017578125","0.8017578125","0.8017578125","0.1630859375","0.1630859375","0.1630859375","0.0009765625","0.0009765625","0.0009765625","0.197265625","0.197265625","0.197265625","0.0009765625","0.0009765625","0.0009765625","0.0631542898445332","0.0631542898445332","0.0631542898445332","0.8505859375","0.8505859375","0.8505859375","0.8359375","0.8359375","0.8359375","0.1484375","0.1484375","0.1484375","0.0009765625","0.0009765625","0.0009765625","0.1640625","0.1640625","0.1640625","0","0","0","0.05457418393052649","0.05457418393052649","0.05457418393052649"
"186","0.8134765625","0.8134765625","0.8134765625","0.8349609375","0.8349609375","0.8349609375","0.185546875","0.185546875","0.185546875","0.0009765625","0.0009765625","0.0009765625","0.1640625","0.1640625","0.1640625","0.0009765625","0.0009765625","0.0009765625","0.059798038553708466","0.059798038553708466","0.059798038553708466","0.8291015625","0.8291015625","0.8291015625","0.802734375","0.802734375","0.802734375","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.1962890625","0.1962890625","0.1962890625","0.0009765625","0.0009765625","0.0009765625","0.05810769302479457","0.05810769302479457","0.05810769302479457","0.8173828125","0.8173828125","0.8173828125","0.8203125","0.8203125","0.8203125","0.1826171875","0.1826171875","0.1826171875","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.06332194179412909","0.06332194179412909","0.06332194179412909"
"187","0.8193359375","0.8193359375","0.8193359375","0.814453125","0.814453125","0.814453125","0.1787109375","0.1787109375","0.1787109375","0.001953125","0.001953125","0.001953125","0.185546875","0.185546875","0.185546875","0","0","0","0.06645323115844803","0.06645323115844803","0.06645323115844803","0.8134765625","0.8134765625","0.8134765625","0.822265625","0.822265625","0.822265625","0.185546875","0.185546875","0.185546875","0.0009765625","0.0009765625","0.0009765625","0.177734375","0.177734375","0.177734375","0","0","0","0.07001793223025743","0.07001793223025743","0.07001793223025743","0.822265625","0.822265625","0.822265625","0.822265625","0.822265625","0.822265625","0.177734375","0.177734375","0.177734375","0","0","0","0.177734375","0.177734375","0.177734375","0","0","0","0.06549999226626824","0.06549999226626824","0.06549999226626824"
"188","0.8486328125","0.8486328125","0.8486328125","0.818359375","0.818359375","0.818359375","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.181640625","0.181640625","0.181640625","0","0","0","0.058320273710705806","0.058320273710705806","0.058320273710705806","0.8193359375","0.8193359375","0.8193359375","0.8046875","0.8046875","0.8046875","0.1806640625","0.1806640625","0.1806640625","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.06562784036941594","0.06562784036941594","0.06562784036941594","0.828125","0.828125","0.828125","0.8076171875","0.8076171875","0.8076171875","0.171875","0.171875","0.171875","0","0","0","0.1923828125","0.1923828125","0.1923828125","0","0","0","0.05919691303097352","0.05919691303097352","0.05919691303097352"
"189","0.8134765625","0.8134765625","0.8134765625","0.8193359375","0.8193359375","0.8193359375","0.1865234375","0.1865234375","0.1865234375","0","0","0","0.1806640625","0.1806640625","0.1806640625","0","0","0","0.0644980008719358","0.0644980008719358","0.0644980008719358","0.8125","0.8125","0.8125","0.849609375","0.849609375","0.849609375","0.1865234375","0.1865234375","0.1865234375","0.0009765625","0.0009765625","0.0009765625","0.1484375","0.1484375","0.1484375","0.001953125","0.001953125","0.001953125","0.06982326188517618","0.06982326188517618","0.06982326188517618","0.8056640625","0.8056640625","0.8056640625","0.8291015625","0.8291015625","0.8291015625","0.193359375","0.193359375","0.193359375","0.0009765625","0.0009765625","0.0009765625","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.06563690656912513","0.06563690656912513","0.06563690656912513"
"190","0.8330078125","0.8330078125","0.8330078125","0.8603515625","0.8603515625","0.8603515625","0.1669921875","0.1669921875","0.1669921875","0","0","0","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.05958060691773426","0.05958060691773426","0.05958060691773426","0.8369140625","0.8369140625","0.8369140625","0.8291015625","0.8291015625","0.8291015625","0.162109375","0.162109375","0.162109375","0.0009765625","0.0009765625","0.0009765625","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.057762555639783386","0.057762555639783386","0.057762555639783386","0.828125","0.828125","0.828125","0.8076171875","0.8076171875","0.8076171875","0.171875","0.171875","0.171875","0","0","0","0.19140625","0.19140625","0.19140625","0.0009765625","0.0009765625","0.0009765625","0.06559757102149888","0.06559757102149888","0.06559757102149888"
"191","0.8505859375","0.8505859375","0.8505859375","0.830078125","0.830078125","0.830078125","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.169921875","0.169921875","0.169921875","0","0","0","0.05892636211683566","0.05892636211683566","0.05892636211683566","0.83203125","0.83203125","0.83203125","0.8203125","0.8203125","0.8203125","0.1669921875","0.1669921875","0.1669921875","0.0009765625","0.0009765625","0.0009765625","0.1796875","0.1796875","0.1796875","0","0","0","0.05577846343658166","0.05577846343658166","0.05577846343658166","0.8291015625","0.8291015625","0.8291015625","0.8115234375","0.8115234375","0.8115234375","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.1884765625","0.1884765625","0.1884765625","0","0","0","0.058103417492020526","0.058103417492020526","0.058103417492020526"
"192","0.8388671875","0.8388671875","0.8388671875","0.8515625","0.8515625","0.8515625","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.05657061722195067","0.05657061722195067","0.05657061722195067","0.8466796875","0.8466796875","0.8466796875","0.888671875","0.888671875","0.888671875","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.111328125","0.111328125","0.111328125","0","0","0","0.056737530561804306","0.056737530561804306","0.056737530561804306","0.8369140625","0.8369140625","0.8369140625","0.791015625","0.791015625","0.791015625","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.208984375","0.208984375","0.208984375","0","0","0","0.06016540795462788","0.06016540795462788","0.06016540795462788"
"193","0.8369140625","0.8369140625","0.8369140625","0.8701171875","0.8701171875","0.8701171875","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.060668401816656115","0.060668401816656115","0.060668401816656115","0.849609375","0.849609375","0.849609375","0.822265625","0.822265625","0.822265625","0.150390625","0.150390625","0.150390625","0","0","0","0.177734375","0.177734375","0.177734375","0","0","0","0.06237401409453014","0.06237401409453014","0.06237401409453014","0.8408203125","0.8408203125","0.8408203125","0.8720703125","0.8720703125","0.8720703125","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.1259765625","0.1259765625","0.1259765625","0.001953125","0.001953125","0.001953125","0.06045979545888258","0.06045979545888258","0.06045979545888258"
"194","0.845703125","0.845703125","0.845703125","0.837890625","0.837890625","0.837890625","0.154296875","0.154296875","0.154296875","0","0","0","0.162109375","0.162109375","0.162109375","0","0","0","0.05756130399822723","0.05756130399822723","0.05756130399822723","0.8359375","0.8359375","0.8359375","0.8671875","0.8671875","0.8671875","0.1640625","0.1640625","0.1640625","0","0","0","0.1318359375","0.1318359375","0.1318359375","0.0009765625","0.0009765625","0.0009765625","0.053436557902386994","0.053436557902386994","0.053436557902386994","0.8388671875","0.8388671875","0.8388671875","0.845703125","0.845703125","0.845703125","0.16015625","0.16015625","0.16015625","0.0009765625","0.0009765625","0.0009765625","0.154296875","0.154296875","0.154296875","0","0","0","0.0554840147451614","0.0554840147451614","0.0554840147451614"
"195","0.8310546875","0.8310546875","0.8310546875","0.822265625","0.822265625","0.822265625","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.177734375","0.177734375","0.177734375","0","0","0","0.06005221634040936","0.06005221634040936","0.06005221634040936","0.8271484375","0.8271484375","0.8271484375","0.8095703125","0.8095703125","0.8095703125","0.1728515625","0.1728515625","0.1728515625","0","0","0","0.1904296875","0.1904296875","0.1904296875","0","0","0","0.062397854431765154","0.062397854431765154","0.062397854431765154","0.814453125","0.814453125","0.814453125","0.7666015625","0.7666015625","0.7666015625","0.18359375","0.18359375","0.18359375","0.001953125","0.001953125","0.001953125","0.2333984375","0.2333984375","0.2333984375","0","0","0","0.07069896793109365","0.07069896793109365","0.07069896793109365"
"196","0.8310546875","0.8310546875","0.8310546875","0.8388671875","0.8388671875","0.8388671875","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.06263629596651299","0.06263629596651299","0.06263629596651299","0.833984375","0.833984375","0.833984375","0.8203125","0.8203125","0.8203125","0.166015625","0.166015625","0.166015625","0","0","0","0.1787109375","0.1787109375","0.1787109375","0.0009765625","0.0009765625","0.0009765625","0.0665101005215547","0.0665101005215547","0.0665101005215547","0.818359375","0.818359375","0.818359375","0.8232421875","0.8232421875","0.8232421875","0.181640625","0.181640625","0.181640625","0","0","0","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.0651520679348323","0.0651520679348323","0.0651520679348323"
"197","0.8359375","0.8359375","0.8359375","0.8515625","0.8515625","0.8515625","0.1640625","0.1640625","0.1640625","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.059932771320745815","0.059932771320745815","0.059932771320745815","0.8125","0.8125","0.8125","0.791015625","0.791015625","0.791015625","0.185546875","0.185546875","0.185546875","0.001953125","0.001953125","0.001953125","0.208984375","0.208984375","0.208984375","0","0","0","0.060159443455631845","0.060159443455631845","0.060159443455631845","0.802734375","0.802734375","0.802734375","0.8076171875","0.8076171875","0.8076171875","0.1953125","0.1953125","0.1953125","0.001953125","0.001953125","0.001953125","0.1923828125","0.1923828125","0.1923828125","0","0","0","0.0669530468294397","0.0669530468294397","0.0669530468294397"
"198","0.830078125","0.830078125","0.830078125","0.83984375","0.83984375","0.83984375","0.169921875","0.169921875","0.169921875","0","0","0","0.16015625","0.16015625","0.16015625","0","0","0","0.06554043748838012","0.06554043748838012","0.06554043748838012","0.814453125","0.814453125","0.814453125","0.884765625","0.884765625","0.884765625","0.185546875","0.185546875","0.185546875","0","0","0","0.115234375","0.115234375","0.115234375","0","0","0","0.06313691159812151","0.06313691159812151","0.06313691159812151","0.7978515625","0.7978515625","0.7978515625","0.8662109375","0.8662109375","0.8662109375","0.19921875","0.19921875","0.19921875","0.0029296875","0.0029296875","0.0029296875","0.1318359375","0.1318359375","0.1318359375","0.001953125","0.001953125","0.001953125","0.07529091714241076","0.07529091714241076","0.07529091714241076"
"199","0.8291015625","0.8291015625","0.8291015625","0.8203125","0.8203125","0.8203125","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.06562993358966196","0.06562993358966196","0.06562993358966196","0.8203125","0.8203125","0.8203125","0.8251953125","0.8251953125","0.8251953125","0.1796875","0.1796875","0.1796875","0","0","0","0.1748046875","0.1748046875","0.1748046875","0","0","0","0.07520038955408381","0.07520038955408381","0.07520038955408381","0.81640625","0.81640625","0.81640625","0.8408203125","0.8408203125","0.8408203125","0.1826171875","0.1826171875","0.1826171875","0.0009765625","0.0009765625","0.0009765625","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.06388878528014175","0.06388878528014175","0.06388878528014175"
"200","0.8330078125","0.8330078125","0.8330078125","0.8720703125","0.8720703125","0.8720703125","0.1669921875","0.1669921875","0.1669921875","0","0","0","0.1279296875","0.1279296875","0.1279296875","0","0","0","0.05848761190281948","0.05848761190281948","0.05848761190281948","0.8388671875","0.8388671875","0.8388671875","0.8291015625","0.8291015625","0.8291015625","0.16015625","0.16015625","0.16015625","0.0009765625","0.0009765625","0.0009765625","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.06452404749870766","0.06452404749870766","0.06452404749870766","0.8330078125","0.8330078125","0.8330078125","0.8212890625","0.8212890625","0.8212890625","0.166015625","0.166015625","0.166015625","0.0009765625","0.0009765625","0.0009765625","0.177734375","0.177734375","0.177734375","0.0009765625","0.0009765625","0.0009765625","0.06266501887512277","0.06266501887512277","0.06266501887512277"
"201","0.8232421875","0.8232421875","0.8232421875","0.8623046875","0.8623046875","0.8623046875","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.13671875","0.13671875","0.13671875","0.0009765625","0.0009765625","0.0009765625","0.0645506433029368","0.0645506433029368","0.0645506433029368","0.8427734375","0.8427734375","0.8427734375","0.8291015625","0.8291015625","0.8291015625","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.06332667332026176","0.06332667332026176","0.06332667332026176","0.841796875","0.841796875","0.841796875","0.8251953125","0.8251953125","0.8251953125","0.158203125","0.158203125","0.158203125","0","0","0","0.1748046875","0.1748046875","0.1748046875","0","0","0","0.06323806562068057","0.06323806562068057","0.06323806562068057"
"202","0.8427734375","0.8427734375","0.8427734375","0.8193359375","0.8193359375","0.8193359375","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.1806640625","0.1806640625","0.1806640625","0","0","0","0.060626243910519406","0.060626243910519406","0.060626243910519406","0.83203125","0.83203125","0.83203125","0.8505859375","0.8505859375","0.8505859375","0.16796875","0.16796875","0.16796875","0","0","0","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.06679557120514801","0.06679557120514801","0.06679557120514801","0.8310546875","0.8310546875","0.8310546875","0.8583984375","0.8583984375","0.8583984375","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.140625","0.140625","0.140625","0.0009765625","0.0009765625","0.0009765625","0.06013171211088775","0.06013171211088775","0.06013171211088775"
"203","0.81640625","0.81640625","0.81640625","0.8203125","0.8203125","0.8203125","0.18359375","0.18359375","0.18359375","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.05784241653782374","0.05784241653782374","0.05784241653782374","0.84375","0.84375","0.84375","0.8095703125","0.8095703125","0.8095703125","0.1552734375","0.1552734375","0.1552734375","0.0009765625","0.0009765625","0.0009765625","0.1904296875","0.1904296875","0.1904296875","0","0","0","0.0630155154158274","0.0630155154158274","0.0630155154158274","0.8447265625","0.8447265625","0.8447265625","0.81640625","0.81640625","0.81640625","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.18359375","0.18359375","0.18359375","0","0","0","0.06589413599431282","0.06589413599431282","0.06589413599431282"
"204","0.837890625","0.837890625","0.837890625","0.78515625","0.78515625","0.78515625","0.1611328125","0.1611328125","0.1611328125","0.0009765625","0.0009765625","0.0009765625","0.2138671875","0.2138671875","0.2138671875","0.0009765625","0.0009765625","0.0009765625","0.05898729383625323","0.05898729383625323","0.05898729383625323","0.83203125","0.83203125","0.83203125","0.82421875","0.82421875","0.82421875","0.1669921875","0.1669921875","0.1669921875","0.0009765625","0.0009765625","0.0009765625","0.17578125","0.17578125","0.17578125","0","0","0","0.05572478109024814","0.05572478109024814","0.05572478109024814","0.8369140625","0.8369140625","0.8369140625","0.8232421875","0.8232421875","0.8232421875","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.05044133121919003","0.05044133121919003","0.05044133121919003"
"205","0.822265625","0.822265625","0.822265625","0.75390625","0.75390625","0.75390625","0.177734375","0.177734375","0.177734375","0","0","0","0.24609375","0.24609375","0.24609375","0","0","0","0.06466399367491249","0.06466399367491249","0.06466399367491249","0.8349609375","0.8349609375","0.8349609375","0.8212890625","0.8212890625","0.8212890625","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.1787109375","0.1787109375","0.1787109375","0","0","0","0.06024884102225769","0.06024884102225769","0.06024884102225769","0.83984375","0.83984375","0.83984375","0.8369140625","0.8369140625","0.8369140625","0.16015625","0.16015625","0.16015625","0","0","0","0.162109375","0.162109375","0.162109375","0.0009765625","0.0009765625","0.0009765625","0.06358980172444717","0.06358980172444717","0.06358980172444717"
"206","0.8203125","0.8203125","0.8203125","0.7431640625","0.7431640625","0.7431640625","0.1796875","0.1796875","0.1796875","0","0","0","0.2568359375","0.2568359375","0.2568359375","0","0","0","0.0659391511726426","0.0659391511726426","0.0659391511726426","0.8349609375","0.8349609375","0.8349609375","0.8349609375","0.8349609375","0.8349609375","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.058874240010482026","0.058874240010482026","0.058874240010482026","0.8447265625","0.8447265625","0.8447265625","0.8349609375","0.8349609375","0.8349609375","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.1640625","0.1640625","0.1640625","0.0009765625","0.0009765625","0.0009765625","0.05433969152363716","0.05433969152363716","0.05433969152363716"
"207","0.8466796875","0.8466796875","0.8466796875","0.8486328125","0.8486328125","0.8486328125","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.052413883015105966","0.052413883015105966","0.052413883015105966","0.837890625","0.837890625","0.837890625","0.826171875","0.826171875","0.826171875","0.1611328125","0.1611328125","0.1611328125","0.0009765625","0.0009765625","0.0009765625","0.1728515625","0.1728515625","0.1728515625","0.0009765625","0.0009765625","0.0009765625","0.05678331206445364","0.05678331206445364","0.05678331206445364","0.8486328125","0.8486328125","0.8486328125","0.83984375","0.83984375","0.83984375","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.1591796875","0.1591796875","0.1591796875","0.0009765625","0.0009765625","0.0009765625","0.05438767060149985","0.05438767060149985","0.05438767060149985"
"208","0.8203125","0.8203125","0.8203125","0.8681640625","0.8681640625","0.8681640625","0.1796875","0.1796875","0.1796875","0","0","0","0.1298828125","0.1298828125","0.1298828125","0.001953125","0.001953125","0.001953125","0.05858614954195218","0.05858614954195218","0.05858614954195218","0.7978515625","0.7978515625","0.7978515625","0.8203125","0.8203125","0.8203125","0.201171875","0.201171875","0.201171875","0.0009765625","0.0009765625","0.0009765625","0.1796875","0.1796875","0.1796875","0","0","0","0.06604056007927284","0.06604056007927284","0.06604056007927284","0.82421875","0.82421875","0.82421875","0.8720703125","0.8720703125","0.8720703125","0.17578125","0.17578125","0.17578125","0","0","0","0.1279296875","0.1279296875","0.1279296875","0","0","0","0.059025930937423254","0.059025930937423254","0.059025930937423254"
"209","0.8310546875","0.8310546875","0.8310546875","0.802734375","0.802734375","0.802734375","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.197265625","0.197265625","0.197265625","0","0","0","0.056702565805608174","0.056702565805608174","0.056702565805608174","0.83203125","0.83203125","0.83203125","0.83203125","0.83203125","0.83203125","0.16796875","0.16796875","0.16796875","0","0","0","0.16796875","0.16796875","0.16796875","0","0","0","0.05719464565481758","0.05719464565481758","0.05719464565481758","0.853515625","0.853515625","0.853515625","0.8623046875","0.8623046875","0.8623046875","0.146484375","0.146484375","0.146484375","0","0","0","0.13671875","0.13671875","0.13671875","0.0009765625","0.0009765625","0.0009765625","0.054116042472742265","0.054116042472742265","0.054116042472742265"
"210","0.84765625","0.84765625","0.84765625","0.8974609375","0.8974609375","0.8974609375","0.15234375","0.15234375","0.15234375","0","0","0","0.1005859375","0.1005859375","0.1005859375","0.001953125","0.001953125","0.001953125","0.05240186408809677","0.05240186408809677","0.05240186408809677","0.8349609375","0.8349609375","0.8349609375","0.828125","0.828125","0.828125","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.1708984375","0.1708984375","0.1708984375","0.0009765625","0.0009765625","0.0009765625","0.05815696307035978","0.05815696307035978","0.05815696307035978","0.8447265625","0.8447265625","0.8447265625","0.861328125","0.861328125","0.861328125","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.1376953125","0.1376953125","0.1376953125","0.0009765625","0.0009765625","0.0009765625","0.056499976803024765","0.056499976803024765","0.056499976803024765"
"211","0.837890625","0.837890625","0.837890625","0.8193359375","0.8193359375","0.8193359375","0.162109375","0.162109375","0.162109375","0","0","0","0.1796875","0.1796875","0.1796875","0.0009765625","0.0009765625","0.0009765625","0.06578673879994312","0.06578673879994312","0.06578673879994312","0.8408203125","0.8408203125","0.8408203125","0.8505859375","0.8505859375","0.8505859375","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.1474609375","0.1474609375","0.1474609375","0.001953125","0.001953125","0.001953125","0.05613101595372427","0.05613101595372427","0.05613101595372427","0.8203125","0.8203125","0.8203125","0.8681640625","0.8681640625","0.8681640625","0.1796875","0.1796875","0.1796875","0","0","0","0.1318359375","0.1318359375","0.1318359375","0","0","0","0.06524054931287537","0.06524054931287537","0.06524054931287537"
"212","0.8466796875","0.8466796875","0.8466796875","0.859375","0.859375","0.859375","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.138671875","0.138671875","0.138671875","0.001953125","0.001953125","0.001953125","0.05759411936014658","0.05759411936014658","0.05759411936014658","0.84375","0.84375","0.84375","0.8916015625","0.8916015625","0.8916015625","0.15625","0.15625","0.15625","0","0","0","0.1064453125","0.1064453125","0.1064453125","0.001953125","0.001953125","0.001953125","0.058562612140576675","0.058562612140576675","0.058562612140576675","0.8505859375","0.8505859375","0.8505859375","0.8662109375","0.8662109375","0.8662109375","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.1337890625","0.1337890625","0.1337890625","0","0","0","0.05935113972373074","0.05935113972373074","0.05935113972373074"
"213","0.8369140625","0.8369140625","0.8369140625","0.7744140625","0.7744140625","0.7744140625","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.2255859375","0.2255859375","0.2255859375","0","0","0","0.05661841953769908","0.05661841953769908","0.05661841953769908","0.8427734375","0.8427734375","0.8427734375","0.7939453125","0.7939453125","0.7939453125","0.15625","0.15625","0.15625","0.0009765625","0.0009765625","0.0009765625","0.2060546875","0.2060546875","0.2060546875","0","0","0","0.05987063286738703","0.05987063286738703","0.05987063286738703","0.830078125","0.830078125","0.830078125","0.7958984375","0.7958984375","0.7958984375","0.1689453125","0.1689453125","0.1689453125","0.0009765625","0.0009765625","0.0009765625","0.2041015625","0.2041015625","0.2041015625","0","0","0","0.05699437013754505","0.05699437013754505","0.05699437013754505"
"214","0.8388671875","0.8388671875","0.8388671875","0.837890625","0.837890625","0.837890625","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.162109375","0.162109375","0.162109375","0","0","0","0.05867181467692717","0.05867181467692717","0.05867181467692717","0.845703125","0.845703125","0.845703125","0.8681640625","0.8681640625","0.8681640625","0.154296875","0.154296875","0.154296875","0","0","0","0.130859375","0.130859375","0.130859375","0.0009765625","0.0009765625","0.0009765625","0.05994236464903224","0.05994236464903224","0.05994236464903224","0.8564453125","0.8564453125","0.8564453125","0.87109375","0.87109375","0.87109375","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.1279296875","0.1279296875","0.1279296875","0.0009765625","0.0009765625","0.0009765625","0.05398450915890862","0.05398450915890862","0.05398450915890862"
"215","0.8349609375","0.8349609375","0.8349609375","0.85546875","0.85546875","0.85546875","0.1640625","0.1640625","0.1640625","0.0009765625","0.0009765625","0.0009765625","0.142578125","0.142578125","0.142578125","0.001953125","0.001953125","0.001953125","0.05706108477897942","0.05706108477897942","0.05706108477897942","0.8427734375","0.8427734375","0.8427734375","0.8583984375","0.8583984375","0.8583984375","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.140625","0.140625","0.140625","0.0009765625","0.0009765625","0.0009765625","0.06052787810040172","0.06052787810040172","0.06052787810040172","0.8271484375","0.8271484375","0.8271484375","0.8818359375","0.8818359375","0.8818359375","0.171875","0.171875","0.171875","0.0009765625","0.0009765625","0.0009765625","0.1181640625","0.1181640625","0.1181640625","0","0","0","0.06100387740661972","0.06100387740661972","0.06100387740661972"
