"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"29","0.6953125","0.6953125","0.6953125","0.65625","0.65625","0.65625","0.2978515625","0.2978515625","0.2978515625","0.0068359375","0.0068359375","0.0068359375","0.33984375","0.33984375","0.33984375","0.00390625","0.00390625","0.00390625","0.14517882249492686","0.14517882249492686","0.14517882249492686","0.7119140625","0.7119140625","0.7119140625","0.642578125","0.642578125","0.642578125","0.2763671875","0.2763671875","0.2763671875","0.01171875","0.01171875","0.01171875","0.3544921875","0.3544921875","0.3544921875","0.0029296875","0.0029296875","0.0029296875","0.15351169047062285","0.15351169047062285","0.15351169047062285","0.578125","0.578125","0.578125","0.65625","0.65625","0.65625","0.4208984375","0.4208984375","0.4208984375","0.0009765625","0.0009765625","0.0009765625","0.3408203125","0.3408203125","0.3408203125","0.0029296875","0.0029296875","0.0029296875","0.15293998556444421","0.15293998556444421","0.15293998556444421"
"30","0.6123046875","0.6123046875","0.6123046875","0.65625","0.65625","0.65625","0.3876953125","0.3876953125","0.3876953125","0","0","0","0.3427734375","0.3427734375","0.3427734375","0.0009765625","0.0009765625","0.0009765625","0.1377567154704593","0.1377567154704593","0.1377567154704593","0.681640625","0.681640625","0.681640625","0.6669921875","0.6669921875","0.6669921875","0.318359375","0.318359375","0.318359375","0","0","0","0.33203125","0.33203125","0.33203125","0.0009765625","0.0009765625","0.0009765625","0.13294220116222277","0.13294220116222277","0.13294220116222277","0.693359375","0.693359375","0.693359375","0.66796875","0.66796875","0.66796875","0.302734375","0.302734375","0.302734375","0.00390625","0.00390625","0.00390625","0.328125","0.328125","0.328125","0.00390625","0.00390625","0.00390625","0.1383928096620366","0.1383928096620366","0.1383928096620366"
"31","0.708984375","0.708984375","0.708984375","0.6484375","0.6484375","0.6484375","0.28515625","0.28515625","0.28515625","0.005859375","0.005859375","0.005859375","0.3486328125","0.3486328125","0.3486328125","0.0029296875","0.0029296875","0.0029296875","0.14474034759768983","0.14474034759768983","0.14474034759768983","0.583984375","0.583984375","0.583984375","0.666015625","0.666015625","0.666015625","0.4150390625","0.4150390625","0.4150390625","0.0009765625","0.0009765625","0.0009765625","0.330078125","0.330078125","0.330078125","0.00390625","0.00390625","0.00390625","0.14504979392222594","0.14504979392222594","0.14504979392222594","0.67578125","0.67578125","0.67578125","0.630859375","0.630859375","0.630859375","0.3232421875","0.3232421875","0.3232421875","0.0009765625","0.0009765625","0.0009765625","0.3671875","0.3671875","0.3671875","0.001953125","0.001953125","0.001953125","0.1510737029457232","0.1510737029457232","0.1510737029457232"
"32","0.650390625","0.650390625","0.650390625","0.6640625","0.6640625","0.6640625","0.3447265625","0.3447265625","0.3447265625","0.0048828125","0.0048828125","0.0048828125","0.3349609375","0.3349609375","0.3349609375","0.0009765625","0.0009765625","0.0009765625","0.15329083465621807","0.15329083465621807","0.15329083465621807","0.7451171875","0.7451171875","0.7451171875","0.662109375","0.662109375","0.662109375","0.25","0.25","0.25","0.0048828125","0.0048828125","0.0048828125","0.337890625","0.337890625","0.337890625","0","0","0","0.13982191958348267","0.13982191958348267","0.13982191958348267","0.564453125","0.564453125","0.564453125","0.65625","0.65625","0.65625","0.435546875","0.435546875","0.435546875","0","0","0","0.341796875","0.341796875","0.341796875","0.001953125","0.001953125","0.001953125","0.15372832663706504","0.15372832663706504","0.15372832663706504"
"33","0.67578125","0.67578125","0.67578125","0.68359375","0.68359375","0.68359375","0.3193359375","0.3193359375","0.3193359375","0.0048828125","0.0048828125","0.0048828125","0.3154296875","0.3154296875","0.3154296875","0.0009765625","0.0009765625","0.0009765625","0.13070979999611154","0.13070979999611154","0.13070979999611154","0.65234375","0.65234375","0.65234375","0.673828125","0.673828125","0.673828125","0.3447265625","0.3447265625","0.3447265625","0.0029296875","0.0029296875","0.0029296875","0.32421875","0.32421875","0.32421875","0.001953125","0.001953125","0.001953125","0.14376544259721413","0.14376544259721413","0.14376544259721413","0.7060546875","0.7060546875","0.7060546875","0.6748046875","0.6748046875","0.6748046875","0.287109375","0.287109375","0.287109375","0.0068359375","0.0068359375","0.0068359375","0.32421875","0.32421875","0.32421875","0.0009765625","0.0009765625","0.0009765625","0.14016740027000196","0.14016740027000196","0.14016740027000196"
"34","0.669921875","0.669921875","0.669921875","0.6435546875","0.6435546875","0.6435546875","0.32421875","0.32421875","0.32421875","0.005859375","0.005859375","0.005859375","0.3544921875","0.3544921875","0.3544921875","0.001953125","0.001953125","0.001953125","0.1490338096045889","0.1490338096045889","0.1490338096045889","0.728515625","0.728515625","0.728515625","0.623046875","0.623046875","0.623046875","0.26953125","0.26953125","0.26953125","0.001953125","0.001953125","0.001953125","0.373046875","0.373046875","0.373046875","0.00390625","0.00390625","0.00390625","0.15057118295226246","0.15057118295226246","0.15057118295226246","0.69140625","0.69140625","0.69140625","0.6591796875","0.6591796875","0.6591796875","0.3056640625","0.3056640625","0.3056640625","0.0029296875","0.0029296875","0.0029296875","0.3369140625","0.3369140625","0.3369140625","0.00390625","0.00390625","0.00390625","0.1444887729594484","0.1444887729594484","0.1444887729594484"
"35","0.55078125","0.55078125","0.55078125","0.673828125","0.673828125","0.673828125","0.44921875","0.44921875","0.44921875","0","0","0","0.3203125","0.3203125","0.3203125","0.005859375","0.005859375","0.005859375","0.14252283137466293","0.14252283137466293","0.14252283137466293","0.5625","0.5625","0.5625","0.65234375","0.65234375","0.65234375","0.4375","0.4375","0.4375","0","0","0","0.341796875","0.341796875","0.341796875","0.005859375","0.005859375","0.005859375","0.14835911558475345","0.14835911558475345","0.14835911558475345","0.619140625","0.619140625","0.619140625","0.67578125","0.67578125","0.67578125","0.37890625","0.37890625","0.37890625","0.001953125","0.001953125","0.001953125","0.3203125","0.3203125","0.3203125","0.00390625","0.00390625","0.00390625","0.14199309120886028","0.14199309120886028","0.14199309120886028"
"36","0.662109375","0.662109375","0.662109375","0.654296875","0.654296875","0.654296875","0.3359375","0.3359375","0.3359375","0.001953125","0.001953125","0.001953125","0.3447265625","0.3447265625","0.3447265625","0.0009765625","0.0009765625","0.0009765625","0.14346128700708505","0.14346128700708505","0.14346128700708505","0.60546875","0.60546875","0.60546875","0.6474609375","0.6474609375","0.6474609375","0.3935546875","0.3935546875","0.3935546875","0.0009765625","0.0009765625","0.0009765625","0.349609375","0.349609375","0.349609375","0.0029296875","0.0029296875","0.0029296875","0.14726190868532285","0.14726190868532285","0.14726190868532285","0.673828125","0.673828125","0.673828125","0.6396484375","0.6396484375","0.6396484375","0.326171875","0.326171875","0.326171875","0","0","0","0.3583984375","0.3583984375","0.3583984375","0.001953125","0.001953125","0.001953125","0.14069919954636134","0.14069919954636134","0.14069919954636134"
"37","0.67578125","0.67578125","0.67578125","0.6669921875","0.6669921875","0.6669921875","0.3203125","0.3203125","0.3203125","0.00390625","0.00390625","0.00390625","0.3271484375","0.3271484375","0.3271484375","0.005859375","0.005859375","0.005859375","0.14165352116106078","0.14165352116106078","0.14165352116106078","0.65625","0.65625","0.65625","0.66015625","0.66015625","0.66015625","0.341796875","0.341796875","0.341796875","0.001953125","0.001953125","0.001953125","0.3349609375","0.3349609375","0.3349609375","0.0048828125","0.0048828125","0.0048828125","0.14049595697724726","0.14049595697724726","0.14049595697724726","0.693359375","0.693359375","0.693359375","0.64453125","0.64453125","0.64453125","0.3037109375","0.3037109375","0.3037109375","0.0029296875","0.0029296875","0.0029296875","0.3515625","0.3515625","0.3515625","0.00390625","0.00390625","0.00390625","0.14373171838815324","0.14373171838815324","0.14373171838815324"
"38","0.6904296875","0.6904296875","0.6904296875","0.685546875","0.685546875","0.685546875","0.30859375","0.30859375","0.30859375","0.0009765625","0.0009765625","0.0009765625","0.3125","0.3125","0.3125","0.001953125","0.001953125","0.001953125","0.1266738815465942","0.1266738815465942","0.1266738815465942","0.6953125","0.6953125","0.6953125","0.6962890625","0.6962890625","0.6962890625","0.30078125","0.30078125","0.30078125","0.00390625","0.00390625","0.00390625","0.3017578125","0.3017578125","0.3017578125","0.001953125","0.001953125","0.001953125","0.12098512008378748","0.12098512008378748","0.12098512008378748","0.5986328125","0.5986328125","0.5986328125","0.677734375","0.677734375","0.677734375","0.3994140625","0.3994140625","0.3994140625","0.001953125","0.001953125","0.001953125","0.31640625","0.31640625","0.31640625","0.005859375","0.005859375","0.005859375","0.14228442643070593","0.14228442643070593","0.14228442643070593"
"39","0.716796875","0.716796875","0.716796875","0.673828125","0.673828125","0.673828125","0.2763671875","0.2763671875","0.2763671875","0.0068359375","0.0068359375","0.0068359375","0.326171875","0.326171875","0.326171875","0","0","0","0.12788266164716333","0.12788266164716333","0.12788266164716333","0.6904296875","0.6904296875","0.6904296875","0.654296875","0.654296875","0.654296875","0.30859375","0.30859375","0.30859375","0.0009765625","0.0009765625","0.0009765625","0.34375","0.34375","0.34375","0.001953125","0.001953125","0.001953125","0.13308390013844473","0.13308390013844473","0.13308390013844473","0.65625","0.65625","0.65625","0.6591796875","0.6591796875","0.6591796875","0.341796875","0.341796875","0.341796875","0.001953125","0.001953125","0.001953125","0.33984375","0.33984375","0.33984375","0.0009765625","0.0009765625","0.0009765625","0.13547921570716426","0.13547921570716426","0.13547921570716426"
"40","0.6787109375","0.6787109375","0.6787109375","0.685546875","0.685546875","0.685546875","0.3154296875","0.3154296875","0.3154296875","0.005859375","0.005859375","0.005859375","0.3125","0.3125","0.3125","0.001953125","0.001953125","0.001953125","0.1319635955587728","0.1319635955587728","0.1319635955587728","0.697265625","0.697265625","0.697265625","0.66796875","0.66796875","0.66796875","0.2978515625","0.2978515625","0.2978515625","0.0048828125","0.0048828125","0.0048828125","0.3310546875","0.3310546875","0.3310546875","0.0009765625","0.0009765625","0.0009765625","0.13882622459641425","0.13882622459641425","0.13882622459641425","0.7001953125","0.7001953125","0.7001953125","0.66015625","0.66015625","0.66015625","0.296875","0.296875","0.296875","0.0029296875","0.0029296875","0.0029296875","0.3369140625","0.3369140625","0.3369140625","0.0029296875","0.0029296875","0.0029296875","0.12856263485446107","0.12856263485446107","0.12856263485446107"
"41","0.607421875","0.607421875","0.607421875","0.6552734375","0.6552734375","0.6552734375","0.3916015625","0.3916015625","0.3916015625","0.0009765625","0.0009765625","0.0009765625","0.33984375","0.33984375","0.33984375","0.0048828125","0.0048828125","0.0048828125","0.1402988753397949","0.1402988753397949","0.1402988753397949","0.5517578125","0.5517578125","0.5517578125","0.6572265625","0.6572265625","0.6572265625","0.447265625","0.447265625","0.447265625","0.0009765625","0.0009765625","0.0009765625","0.337890625","0.337890625","0.337890625","0.0048828125","0.0048828125","0.0048828125","0.14629033219534904","0.14629033219534904","0.14629033219534904","0.560546875","0.560546875","0.560546875","0.677734375","0.677734375","0.677734375","0.4384765625","0.4384765625","0.4384765625","0.0009765625","0.0009765625","0.0009765625","0.3212890625","0.3212890625","0.3212890625","0.0009765625","0.0009765625","0.0009765625","0.132382481591776","0.132382481591776","0.132382481591776"
"42","0.6806640625","0.6806640625","0.6806640625","0.67578125","0.67578125","0.67578125","0.31640625","0.31640625","0.31640625","0.0029296875","0.0029296875","0.0029296875","0.322265625","0.322265625","0.322265625","0.001953125","0.001953125","0.001953125","0.13674690588959493","0.13674690588959493","0.13674690588959493","0.67578125","0.67578125","0.67578125","0.677734375","0.677734375","0.677734375","0.3193359375","0.3193359375","0.3193359375","0.0048828125","0.0048828125","0.0048828125","0.3203125","0.3203125","0.3203125","0.001953125","0.001953125","0.001953125","0.1296671554155182","0.1296671554155182","0.1296671554155182","0.6201171875","0.6201171875","0.6201171875","0.6904296875","0.6904296875","0.6904296875","0.37890625","0.37890625","0.37890625","0.0009765625","0.0009765625","0.0009765625","0.3046875","0.3046875","0.3046875","0.0048828125","0.0048828125","0.0048828125","0.13105276085843798","0.13105276085843798","0.13105276085843798"
"43","0.7099609375","0.7099609375","0.7099609375","0.6669921875","0.6669921875","0.6669921875","0.2890625","0.2890625","0.2890625","0.0009765625","0.0009765625","0.0009765625","0.3310546875","0.3310546875","0.3310546875","0.001953125","0.001953125","0.001953125","0.14041975306463428","0.14041975306463428","0.14041975306463428","0.697265625","0.697265625","0.697265625","0.6767578125","0.6767578125","0.6767578125","0.3017578125","0.3017578125","0.3017578125","0.0009765625","0.0009765625","0.0009765625","0.322265625","0.322265625","0.322265625","0.0009765625","0.0009765625","0.0009765625","0.1250853513192851","0.1250853513192851","0.1250853513192851","0.7265625","0.7265625","0.7265625","0.6904296875","0.6904296875","0.6904296875","0.26953125","0.26953125","0.26953125","0.00390625","0.00390625","0.00390625","0.3076171875","0.3076171875","0.3076171875","0.001953125","0.001953125","0.001953125","0.12391681611188687","0.12391681611188687","0.12391681611188687"
"44","0.59375","0.59375","0.59375","0.685546875","0.685546875","0.685546875","0.40625","0.40625","0.40625","0","0","0","0.3115234375","0.3115234375","0.3115234375","0.0029296875","0.0029296875","0.0029296875","0.13992537511512637","0.13992537511512637","0.13992537511512637","0.6630859375","0.6630859375","0.6630859375","0.6875","0.6875","0.6875","0.3330078125","0.3330078125","0.3330078125","0.00390625","0.00390625","0.00390625","0.310546875","0.310546875","0.310546875","0.001953125","0.001953125","0.001953125","0.13121824161498807","0.13121824161498807","0.13121824161498807","0.6689453125","0.6689453125","0.6689453125","0.6796875","0.6796875","0.6796875","0.3291015625","0.3291015625","0.3291015625","0.001953125","0.001953125","0.001953125","0.31640625","0.31640625","0.31640625","0.00390625","0.00390625","0.00390625","0.13435619473602856","0.13435619473602856","0.13435619473602856"
"45","0.669921875","0.669921875","0.669921875","0.658203125","0.658203125","0.658203125","0.3291015625","0.3291015625","0.3291015625","0.0009765625","0.0009765625","0.0009765625","0.341796875","0.341796875","0.341796875","0","0","0","0.14352846986730583","0.14352846986730583","0.14352846986730583","0.7431640625","0.7431640625","0.7431640625","0.66796875","0.66796875","0.66796875","0.24609375","0.24609375","0.24609375","0.0107421875","0.0107421875","0.0107421875","0.330078125","0.330078125","0.330078125","0.001953125","0.001953125","0.001953125","0.14203666197136045","0.14203666197136045","0.14203666197136045","0.693359375","0.693359375","0.693359375","0.673828125","0.673828125","0.673828125","0.2998046875","0.2998046875","0.2998046875","0.0068359375","0.0068359375","0.0068359375","0.3232421875","0.3232421875","0.3232421875","0.0029296875","0.0029296875","0.0029296875","0.13530746843025554","0.13530746843025554","0.13530746843025554"
"46","0.6640625","0.6640625","0.6640625","0.6845703125","0.6845703125","0.6845703125","0.3359375","0.3359375","0.3359375","0","0","0","0.3125","0.3125","0.3125","0.0029296875","0.0029296875","0.0029296875","0.1249299323244486","0.1249299323244486","0.1249299323244486","0.6806640625","0.6806640625","0.6806640625","0.6962890625","0.6962890625","0.6962890625","0.3173828125","0.3173828125","0.3173828125","0.001953125","0.001953125","0.001953125","0.30078125","0.30078125","0.30078125","0.0029296875","0.0029296875","0.0029296875","0.1299618992197793","0.1299618992197793","0.1299618992197793","0.716796875","0.716796875","0.716796875","0.6962890625","0.6962890625","0.6962890625","0.2822265625","0.2822265625","0.2822265625","0.0009765625","0.0009765625","0.0009765625","0.2998046875","0.2998046875","0.2998046875","0.00390625","0.00390625","0.00390625","0.12191870788228698","0.12191870788228698","0.12191870788228698"
